report_year,division,category,subtype,count,count_
2014,D13,Crimes Against Property,Break & Enter-Other,2,2
2022,D11,Crimes Against Property,Theft Over $5000,1,1
2021,D31,Crimes Against Property,Break & Enter-Commercial,2,2
2014,D53,Crimes Against Property,Auto Theft,4,4
2020,D33,Crimes Against Property,Auto Theft,9,9
2022,D11,Crimes Against Property,Break & Enter-Commercial,2,2
2020,D14,Crimes Against Property,Theft Over $5000,5,5
2014,D14,Crimes Against Property,Theft Over $5000,6,6
2019,D43,Crimes Against Property,Theft Over $5000,4,4
2021,D53,Crimes Against Property,Auto Theft,62,62
2015,D41,Crimes Against Property,Auto Theft,8,8
2022,D55,Crimes Against Property,Theft Under $5000,26,26
2023,D13,Crimes Against Property,Theft Over $5000,1,1
2016,D31,Crimes Against Property,Break & Enter-Other,2,2
2018,D32,Crimes Against Property,Break & Enter-Other,1,1
2017,D42,Crimes Against Property,Theft Over $5000,4,4
2017,D53,Crimes Against Property,Auto Theft,2,2
2015,D32,Crimes Against Property,Break & Enter-Commercial,4,4
2021,D22,Crimes Against Property,Break & Enter-House,6,6
2015,D14,Crimes Against Property,Fraud,5,5
2016,D32,Crimes Against Property,Auto Theft,8,8
2018,D53,Crimes Against Property,Auto Theft,11,11
2019,D11,Crimes Against Property,Auto Theft,3,3
2014,D53,Crimes Against Property,Break & Enter-Other,1,1
2023,D55,Crimes Against Property,Theft Over $5000,3,3
2020,D43,Crimes Against Property,Break & Enter-Apartment,1,1
2021,D55,Crimes Against Property,Theft Over $5000,2,2
2018,D53,Crimes Against Property,Theft Over $5000,3,3
2017,D55,Crimes Against Property,Theft Over $5000,2,2
2016,D55,Crimes Against Property,Auto Theft,7,7
2016,D12,Crimes Against Property,Auto Theft,12,12
2020,D23,Crimes Against Property,Fraud,1,1
2023,D42,Crimes Against Property,Fraud,1,1
2020,D42,Crimes Against Property,Break & Enter-Other,1,1
2021,D31,Crimes Against Property,Break & Enter-House,3,3
2023,D42,Crimes Against Property,Auto Theft,63,63
2021,D12,Crimes Against Property,Break & Enter-Other,1,1
2021,D23,Crimes Against Property,Break & Enter-Other,2,2
2016,D32,Crimes Against Property,Fraud,4,4
2022,D55,Crimes Against Property,Break & Enter-Apartment,1,1
2021,D32,Crimes Against Property,Theft Over $5000,5,5
2014,D33,Crimes Against Property,Auto Theft,9,9
2020,D55,Crimes Against Property,Break & Enter-Other,1,1
2016,D53,Crimes Against Property,Fraud,16,16
2021,D55,Crimes Against Property,Theft Over $5000,1,1
2014,D51,Crimes Against Property,Theft Over $5000,4,4
2019,D32,Crimes Against Property,Break & Enter-Apartment,2,2
2019,D41,Crimes Against Property,Break & Enter-Commercial,11,11
2017,D42,Crimes Against Property,Break & Enter-Other,1,1
2019,D23,Crimes Against Property,Auto Theft,40,40
2014,D32,Crimes Against Property,Theft Over $5000,2,2
2021,D42,Crimes Against Property,Theft Over $5000,5,5
2022,D32,Crimes Against Property,Break & Enter-Apartment,4,4
2019,D53,Crimes Against Property,Break & Enter-Apartment,5,5
2014,D12,Crimes Against Property,Break & Enter-Other,1,1
2016,D14,Crimes Against Property,Theft Over $5000,3,3
2021,D23,Crimes Against Property,Theft Over $5000,2,2
2017,D53,Crimes Against Property,Auto Theft,14,14
2015,D23,Crimes Against Property,Theft Over $5000,4,4
2016,D41,Crimes Against Property,Fraud,2,2
2019,D53,Crimes Against Property,Fraud,20,20
2023,D43,Crimes Against Property,Theft Over $5000,1,1
2019,D31,Crimes Against Property,Break & Enter-Other,3,3
2022,D52,Crimes Against Property,Auto Theft,18,18
2020,D41,Crimes Against Property,Theft Over $5000,2,2
2022,D32,Crimes Against Property,Break & Enter-Other,2,2
2021,D31,Crimes Against Property,Break & Enter-Other,1,1
2019,D33,Crimes Against Property,Break & Enter-Apartment,10,10
2015,D23,Crimes Against Property,Auto Theft,15,15
2021,D53,Crimes Against Property,Other,10,10
2019,D33,Crimes Against Property,Theft Over $5000,3,3
2016,D55,Crimes Against Property,Auto Theft,8,8
2019,D43,Crimes Against Property,Break & Enter-Commercial,1,1
2018,D41,Crimes Against Property,Break & Enter-House,28,28
2021,D14,Crimes Against Property,Auto Theft,22,22
2017,D53,Crimes Against Property,Break & Enter-Other,2,2
2017,NSA,Crimes Against Property,Fraud,2,2
2017,D22,Crimes Against Property,Break & Enter-House,1,1
2019,D41,Crimes Against Property,Break & Enter-House,4,4
2020,D13,Crimes Against Property,Auto Theft,1,1
2022,D23,Crimes Against Property,Break & Enter-Commercial,1,1
2015,D55,Crimes Against Property,Theft Over $5000,3,3
2018,D33,Crimes Against Property,Break & Enter-Other,2,2
2021,D23,Crimes Against Property,Break & Enter-House,8,8
2019,D53,Crimes Against Property,Break & Enter-Apartment,1,1
2016,D12,Crimes Against Property,Auto Theft,18,18
2018,D42,Crimes Against Property,Break & Enter-Commercial,3,3
2017,D33,Crimes Against Property,Other,1,1
2015,D55,Crimes Against Property,Auto Theft,9,9
2015,D33,Crimes Against Property,Auto Theft,7,7
2017,D14,Crimes Against Property,Break & Enter-Other,3,3
2019,D14,Crimes Against Property,Break & Enter-Other,3,3
2019,D53,Crimes Against Property,Other,1,1
2021,D41,Crimes Against Property,Auto Theft,15,15
2020,D22,Crimes Against Property,Theft Over $5000,7,7
2019,D31,Crimes Against Property,Break & Enter-Other,4,4
2019,D32,Crimes Against Property,Break & Enter-Commercial,1,1
2020,D33,Crimes Against Property,Auto Theft,16,16
2017,D53,Crimes Against Property,Other,1,1
2021,D55,Crimes Against Property,Break & Enter-Apartment,1,1
2017,D55,Crimes Against Property,Break & Enter-House,6,6
2022,D33,Crimes Against Property,Theft Over $5000,4,4
2022,D13,Crimes Against Property,Theft Under $5000,13,13
2023,D42,Crimes Against Property,Theft Over $5000,6,6
2017,NSA,Crimes Against Property,Fraud,1,1
2019,D53,Crimes Against Property,Theft Over $5000,7,7
2015,D14,Crimes Against Property,Auto Theft,3,3
2014,D53,Crimes Against Property,Break & Enter-Other,3,3
2020,D53,Crimes Against Property,Theft Over $5000,7,7
2020,D22,Crimes Against Property,Break & Enter-Other,2,2
2020,D33,Crimes Against Property,Break & Enter-Other,1,1
2020,D53,Crimes Against Property,Fraud,2,2
2016,D41,Crimes Against Property,Theft Over $5000,2,2
2023,D14,Crimes Against Property,Break & Enter-Other,3,3
2014,D32,Crimes Against Property,Break & Enter-Commercial,4,4
2019,D32,Crimes Against Property,Break & Enter-House,42,42
2022,D41,Crimes Against Property,Break & Enter-Other,7,7
2015,D32,Crimes Against Property,Auto Theft,25,25
2015,D33,Crimes Against Property,Break & Enter-Other,2,2
2022,D22,Crimes Against Property,Break & Enter-Commercial,2,2
2021,D14,Crimes Against Property,Break & Enter-Other,1,1
2015,NSA,Crimes Against Property,Fraud,1,1
2018,D53,Crimes Against Property,Break & Enter-Commercial,3,3
2020,D42,Crimes Against Property,Theft Over $5000,4,4
2021,D22,Crimes Against Property,Fraud,2,2
2018,D33,Crimes Against Property,Break & Enter-Apartment,4,4
2015,NSA,Crimes Against Property,Theft Under $5000,1,1
2021,D31,Crimes Against Property,Fraud,42,42
2019,D13,Crimes Against Property,Fraud,18,18
2021,D55,Crimes Against Property,Break & Enter-Other,1,1
2019,D12,Crimes Against Property,Break & Enter-Other,1,1
2021,D14,Crimes Against Property,Break & Enter-Commercial,3,3
2019,D42,Crimes Against Property,Theft Under $5000,193,193
2021,D33,Crimes Against Property,Theft Under $5000,1,1
2020,D32,Crimes Against Property,Break & Enter-Other,5,5
2020,D11,Crimes Against Property,Break & Enter-Apartment,2,2
2016,D22,Crimes Against Property,Theft Under $5000,1,1
2021,D32,Crimes Against Property,Theft Over $5000,5,5
2023,D55,Crimes Against Property,Break & Enter-Commercial,3,3
2021,D33,Crimes Against Property,Theft Over $5000,8,8
2022,D13,Crimes Against Property,Fraud,4,4
2016,D42,Crimes Against Property,Auto Theft,31,31
2016,D11,Crimes Against Property,Theft Over $5000,1,1
2016,D51,Crimes Against Property,Theft Under $5000,1,1
2015,D32,Crimes Against Property,Theft Over $5000,1,1
2016,D32,Crimes Against Property,Break & Enter-House,4,4
2015,D42,Crimes Against Property,Theft Over $5000,2,2
2016,D51,Crimes Against Property,Break & Enter-Apartment,37,37
2023,D31,Crimes Against Property,Other,107,107
2021,D32,Crimes Against Property,Break & Enter-Apartment,1,1
2023,D12,Crimes Against Property,Other,42,42
2015,D11,Crimes Against Property,Break & Enter-Commercial,9,9
2015,D32,Crimes Against Property,Fraud,50,50
2019,D11,Crimes Against Property,Auto Theft,25,25
2018,D52,Crimes Against Property,Other,393,393
2019,D14,Crimes Against Property,Fraud,58,58
2015,D13,Crimes Against Property,Fraud,9,9
2022,D14,Crimes Against Property,Other,78,78
2023,D14,Crimes Against Property,Break & Enter-Apartment,9,9
2019,D53,Crimes Against Property,Break & Enter-Other,6,6
2022,D33,Crimes Against Property,Break & Enter-House,29,29
2017,D55,Crimes Against Property,Auto Theft,1,1
2023,D31,Crimes Against Property,Fraud,2,2
2016,D42,Crimes Against Property,Break & Enter-Commercial,1,1
2020,D55,Crimes Against Property,Break & Enter-House,1,1
2014,D41,Crimes Against Property,Break & Enter-Other,3,3
2023,D12,Crimes Against Property,Break & Enter-House,2,2
2023,D43,Crimes Against Property,Break & Enter-Apartment,3,3
2021,D23,Crimes Against Property,Theft Over $5000,5,5
2016,D32,Crimes Against Property,Break & Enter-Other,3,3
2018,D23,Crimes Against Property,Break & Enter-Apartment,1,1
2020,D14,Crimes Against Property,Theft Over $5000,4,4
2020,D32,Crimes Against Property,Break & Enter-Other,1,1
2016,D41,Crimes Against Property,Theft Under $5000,1,1
2014,D32,Crimes Against Property,Break & Enter-Other,1,1
2016,D52,Crimes Against Property,Break & Enter-Other,1,1
2015,D41,Crimes Against Property,Break & Enter-House,1,1
2015,D14,Crimes Against Property,Auto Theft,8,8
2019,D11,Crimes Against Property,Theft Over $5000,5,5
2019,D33,Crimes Against Property,Fraud,1,1
2022,D33,Crimes Against Property,Auto Theft,51,51
2021,D13,Crimes Against Property,Theft Over $5000,1,1
2019,D42,Crimes Against Property,Break & Enter-Commercial,3,3
2022,D23,Crimes Against Property,Break & Enter-Apartment,3,3
2016,D31,Crimes Against Property,Break & Enter-Apartment,1,1
2023,D33,Crimes Against Property,Break & Enter-Commercial,5,5
2020,D12,Crimes Against Property,Fraud,21,21
2022,D52,Crimes Against Property,Theft Over $5000,7,7
2021,D53,Crimes Against Property,Break & Enter-Commercial,7,7
2021,D22,Crimes Against Property,Break & Enter-Apartment,8,8
2022,D43,Crimes Against Property,Break & Enter-Apartment,6,6
2017,D14,Crimes Against Property,Break & Enter-Other,2,2
2018,D12,Crimes Against Property,Break & Enter-Other,2,2
2015,D32,Crimes Against Property,Auto Theft,20,20
2021,D22,Crimes Against Property,Break & Enter-Other,2,2
2022,D55,Crimes Against Property,Other,1,1
2016,D31,Crimes Against Property,Auto Theft,14,14
2020,D14,Crimes Against Property,Break & Enter-Other,4,4
2021,D43,Crimes Against Property,Fraud,5,5
2020,D33,Crimes Against Property,Other,1,1
2023,D42,Crimes Against Property,Theft Over $5000,5,5
2021,D53,Crimes Against Property,Auto Theft,1,1
2014,D32,Crimes Against Property,Theft Over $5000,3,3
2016,D51,Crimes Against Property,Auto Theft,1,1
2017,NSA,Crimes Against Property,Other,1,1
2020,D11,Crimes Against Property,Auto Theft,16,16
2015,D43,Crimes Against Property,Break & Enter-House,1,1
2016,D33,Crimes Against Property,Break & Enter-Commercial,2,2
2016,D13,Crimes Against Property,Break & Enter-House,6,6
2016,D22,Crimes Against Property,Theft Over $5000,4,4
2023,D22,Crimes Against Property,Break & Enter-Other,1,1
2019,D32,Crimes Against Property,Break & Enter-House,2,2
2023,D13,Crimes Against Property,Theft Over $5000,2,2
2018,D12,Crimes Against Property,Theft Under $5000,2,2
2017,D42,Crimes Against Property,Break & Enter-Apartment,3,3
2022,D33,Crimes Against Property,Theft Over $5000,2,2
2023,D41,Crimes Against Property,Auto Theft,24,24
2017,D23,Crimes Against Property,Theft Under $5000,5,5
2017,NSA,Crimes Against Property,Theft Under $5000,1,1
2014,D41,Crimes Against Property,Break & Enter-Commercial,3,3
2017,D13,Crimes Against Property,Fraud,2,2
2020,D32,Crimes Against Property,Theft Over $5000,8,8
2015,D41,Crimes Against Property,Break & Enter-Commercial,2,2
2018,D43,Crimes Against Property,Break & Enter-Commercial,2,2
2022,D23,Crimes Against Property,Auto Theft,55,55
2015,NSA,Crimes Against Property,Other,1,1
2019,D23,Crimes Against Property,Other,3,3
2018,D55,Crimes Against Property,Break & Enter-Other,3,3
2016,D23,Crimes Against Property,Fraud,1,1
2021,D13,Crimes Against Property,Theft Over $5000,3,3
2022,D55,Crimes Against Property,Break & Enter-Other,1,1
2020,D22,Crimes Against Property,Other,4,4
2015,D32,Crimes Against Property,Break & Enter-Commercial,4,4
2015,D22,Crimes Against Property,Theft Over $5000,2,2
2019,D14,Crimes Against Property,Theft Over $5000,5,5
2017,D12,Crimes Against Property,Break & Enter-House,1,1
2022,D22,Crimes Against Property,Auto Theft,6,6
2020,D11,Crimes Against Property,Theft Over $5000,4,4
2019,D53,Crimes Against Property,Theft Over $5000,8,8
2017,D53,Crimes Against Property,Theft Over $5000,1,1
2019,D12,Crimes Against Property,Theft Over $5000,4,4
2015,D42,Crimes Against Property,Break & Enter-Other,1,1
2023,D55,Crimes Against Property,Fraud,44,44
2022,D53,Crimes Against Property,Other,1,1
2016,D53,Crimes Against Property,Auto Theft,8,8
2022,NSA,Crimes Against Property,Theft Under $5000,1,1
2017,D22,Crimes Against Property,Theft Over $5000,1,1
2023,D22,Crimes Against Property,Break & Enter-Commercial,2,2
2019,D55,Crimes Against Property,Break & Enter-Other,4,4
2020,D13,Crimes Against Property,Break & Enter-Other,1,1
2022,D33,Crimes Against Property,Break & Enter-House,13,13
2019,D55,Crimes Against Property,Break & Enter-Commercial,6,6
2022,D53,Crimes Against Property,Theft Over $5000,3,3
2018,D11,Crimes Against Property,Theft Over $5000,1,1
2020,D33,Crimes Against Property,Auto Theft,9,9
2017,D41,Crimes Against Property,Fraud,9,9
2018,D32,Crimes Against Property,Break & Enter-Commercial,2,2
2019,D31,Crimes Against Property,Theft Over $5000,6,6
2019,D55,Crimes Against Property,Theft Over $5000,1,1
2021,D33,Crimes Against Property,Theft Under $5000,4,4
2019,D13,Crimes Against Property,Auto Theft,4,4
2017,D43,Crimes Against Property,Break & Enter-Other,1,1
2019,D13,Crimes Against Property,Break & Enter-Commercial,1,1
2019,D13,Crimes Against Property,Break & Enter-House,1,1
2023,D33,Crimes Against Property,Theft Over $5000,15,15
2017,D11,Crimes Against Property,Break & Enter-Other,1,1
2020,D52,Crimes Against Property,Auto Theft,5,5
2018,D22,Crimes Against Property,Theft Over $5000,2,2
2017,D13,Crimes Against Property,Break & Enter-Commercial,1,1
2022,D14,Crimes Against Property,Break & Enter-Commercial,16,16
2023,D55,Crimes Against Property,Break & Enter-Other,8,8
2016,D12,Crimes Against Property,Break & Enter-Other,3,3
2018,D33,Crimes Against Property,Auto Theft,9,9
2016,D43,Crimes Against Property,Break & Enter-Other,1,1
2018,D53,Crimes Against Property,Fraud,3,3
2019,D23,Crimes Against Property,Fraud,22,22
2018,D31,Crimes Against Property,Break & Enter-Commercial,4,4
2017,D43,Crimes Against Property,Break & Enter-Apartment,7,7
2014,D41,Crimes Against Property,Theft Over $5000,3,3
2018,D51,Crimes Against Property,Theft Under $5000,1,1
2018,D43,Crimes Against Property,Auto Theft,4,4
2023,D52,Crimes Against Property,Auto Theft,16,16
2016,D11,Crimes Against Property,Auto Theft,1,1
2016,D41,Crimes Against Property,Break & Enter-Commercial,7,7
2021,D53,Crimes Against Property,Theft Over $5000,1,1
2021,D14,Crimes Against Property,Break & Enter-Apartment,7,7
2016,D33,Crimes Against Property,Break & Enter-Apartment,6,6
2017,D13,Crimes Against Property,Fraud,1,1
2020,D33,Crimes Against Property,Other,1,1
2023,D52,Crimes Against Property,Break & Enter-Commercial,3,3
2016,D23,Crimes Against Property,Break & Enter-Other,1,1
2016,D12,Crimes Against Property,Fraud,1,1
2021,D53,Crimes Against Property,Break & Enter-Commercial,1,1
2019,D14,Crimes Against Property,Break & Enter-House,6,6
2016,D33,Crimes Against Property,Break & Enter-House,2,2
2015,D33,Crimes Against Property,Other,2,2
2018,D53,Crimes Against Property,Auto Theft,13,13
2017,D55,Crimes Against Property,Break & Enter-Commercial,1,1
2020,D55,Crimes Against Property,Auto Theft,7,7
2015,D32,Crimes Against Property,Break & Enter-Apartment,3,3
2018,D33,Crimes Against Property,Theft Over $5000,1,1
2022,D33,Crimes Against Property,Break & Enter-Apartment,9,9
2018,D12,Crimes Against Property,Theft Over $5000,2,2
2021,D33,Crimes Against Property,Auto Theft,20,20
2019,D43,Crimes Against Property,Theft Over $5000,1,1
2020,D12,Crimes Against Property,Break & Enter-Apartment,1,1
2019,D22,Crimes Against Property,Theft Over $5000,4,4
2016,D41,Crimes Against Property,Break & Enter-Other,3,3
2017,D12,Crimes Against Property,Break & Enter-House,6,6
2016,D14,Crimes Against Property,Theft Under $5000,294,294
2018,D43,Crimes Against Property,Fraud,25,25
2019,D32,Crimes Against Property,Other,59,59
2016,D33,Crimes Against Property,Other,44,44
2020,D22,Crimes Against Property,Theft Over $5000,5,5
2023,D51,Crimes Against Property,Other,3,3
2020,D41,Crimes Against Property,Break & Enter-Other,2,2
2016,D55,Crimes Against Property,Break & Enter-House,31,31
2022,D53,Crimes Against Property,Theft Under $5000,23,23
2014,D14,Crimes Against Property,Auto Theft,5,5
2017,D32,Crimes Against Property,Theft Under $5000,28,28
2022,D42,Crimes Against Property,Other,64,64
2015,D22,Crimes Against Property,Break & Enter-Apartment,7,7
2016,D41,Crimes Against Property,Break & Enter-Apartment,14,14
2015,D14,Crimes Against Property,Break & Enter-Commercial,15,15
2022,D51,Crimes Against Property,Auto Theft,42,42
2020,D11,Crimes Against Property,Break & Enter-Commercial,36,36
2015,D55,Crimes Against Property,Other,37,37
2015,D42,Crimes Against Property,Break & Enter-Commercial,6,6
2018,D23,Crimes Against Property,Theft Under $5000,330,330
